username,Plan Status,login validation,Med Claims,Rx Claims,Payment,Medical EOB,Rx EOB,Plan Type
q4_dec_grp095,ACTIVE,PASSED,PASSED,n/a,PASSED,PASSED,n/a,MAPD
q4_dec_grp089,ACTIVE,PASSED,n/a,PASSED,FAILED,n/a,n/a,MA
q4_dec_grp105,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp103,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp087,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp102,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp099,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp098,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,PASSED,MAPD
q4_dec_grp111,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp104,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp116,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp113,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp117,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp107,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp108,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp119,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp121,ACTIVE,PASSED,n/a,PASSED,FAILED,n/a,n/a,MAPD
q4_dec_grp123,TERMINATED,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp125,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp131,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp018,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp137,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp129,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp135,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp144,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp143,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp145,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp138,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp134,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp155,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp141,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp153,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp154,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp157,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp151,ACTIVE,PASSED,PASSED,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp159,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp161,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp163,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp150,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MA
q4_dec_grp180,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp181,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp167,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp186,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp172,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp179,TERMINATED,PASSED,PASSED,n/a,FAILED,n/a,n/a,MA
q4_dec_grp174,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp168,ACTIVE,PASSED,n/a,PASSED,PASSED,n/a,n/a,MAPD
q4_dec_grp176,ACTIVE,PASSED,PASSED,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp197,<NOT FOUND>,PASSED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp202,<NOT FOUND>,PASSED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp191,<NOT FOUND>,PASSED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp201,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp178,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp182,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp200,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp190,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp189,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp193,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp205,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp199,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp213,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp210,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp221,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp209,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp216,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp218,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp224,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp225,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp223,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp227,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp219,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp231,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp237,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp234,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp241,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp240,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,PASSED,MAPD
q4_dec_grp239,ACTIVE,PASSED,n/a,PASSED,PASSED,n/a,n/a,MAPD
q4_dec_grp233,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp243,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp246,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp250,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp252,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp253,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp251,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp258,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp249,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp259,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp257,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp261,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp263,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp265,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp268,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp272,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp273,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,PASSED,PDP
q4_dec_grp274,ACTIVE,PASSED,n/a,FAILED,PASSED,n/a,n/a,PDP
q4_dec_grp277,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,PASSED,PDP
q4_dec_grp278,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp279,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp285,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp289,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp291,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp286,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp293,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp295,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp294,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp290,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp298,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,PDP
q4_dec_grp299,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp302,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,PASSED,PDP
q4_dec_grp303,TERMINATED,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp306,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp310,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp305,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,PDP
q4_dec_grp304,ACTIVE,PASSED,n/a,PASSED,PASSED,n/a,n/a,PDP
q4_dec_grp309,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,PDP
q4_dec_grp306,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp312,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,SSP
q4_dec_grp310,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp317,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp323,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,SSP
q4_dec_grp324,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,SSP
q4_dec_grp326,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp322,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp319,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,SSP
q4_dec_grp321,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp327,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp330,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp331,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp334,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp335,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp336,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,SSP
q4_dec_grp342,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp340,ACTIVE,PASSED,n/a,PASSED,PASSED,n/a,n/a,SSP
q4_dec_grp346,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp347,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp345,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp348,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp351,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp361,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp362,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp359,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp366,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp367,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp363,ACTIVE,PASSED,n/a,PASSED,PASSED,n/a,n/a,MAPD
q4_dec_grp369,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp370,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp356,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp358,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp373,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp375,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp379,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp381,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp384,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp385,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp386,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp388,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp387,<NOT FOUND>,PASSED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp395,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,PDP
q4_dec_grp393,<NOT FOUND>,PASSED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp404,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp399,<NOT FOUND>,PASSED,n/a,n/a,null,n/a,n/a,MAPD
q4_dec_grp398,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp412,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp414,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,PDP
q4_dec_grp406,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp419,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp405,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp402,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MA
q4_dec_grp409,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp408,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp421,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp424,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp427,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,PDP
q4_dec_grp426,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,PDP
q4_dec_grp429,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,PDP
q4_dec_grp401,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp430,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,PDP
q4_dec_grp435,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp437,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp438,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp440,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp446,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp439,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp447,<NOT FOUND>,PASSED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp450,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp453,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp456,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp452,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp454,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp451,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp468,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp466,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp460,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp469,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp470,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp477,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp475,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp461,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp464,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp486,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp485,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp490,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp478,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp489,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp492,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp487,ACTIVE,PASSED,n/a,n/a,PASSED,n/a,n/a,MAPD
q4_dec_grp500,<NOT FOUND>,FAILED,n/a,n/a,null,n/a,n/a,MA
q4_dec_grp495,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp496,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp499,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp501,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp479,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp503,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp505,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MAPD
q4_dec_grp507,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp506,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp509,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp515,ACTIVE,PASSED,n/a,n/a,FAILED,n/a,n/a,MA
q4_dec_grp005,ACTIVE,PASSED,PASSED,n/a,FAILED,n/a,n/a,MAPD
